Provincias;Grupo quinquenal de edad;Nacionalidad;Sexo;Periodo;Total
21 Huelva;De 65 a 69 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
21 Huelva;De 65 a 69 años;De Africa;Ambos sexos;1 de julio de 2022;142
21 Huelva;De 65 a 69 años;De América del Norte;Ambos sexos;1 de julio de 2022;13
21 Huelva;De 65 a 69 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;17
21 Huelva;De 65 a 69 años;De Sudamérica;Ambos sexos;1 de julio de 2022;110
21 Huelva;De 65 a 69 años;De Asia;Ambos sexos;1 de julio de 2022;23
21 Huelva;De 65 a 69 años;De Oceanía;Ambos sexos;1 de julio de 2022;1
21 Huelva;De 65 a 69 años;Apátridas;Ambos sexos;1 de julio de 2022;0
21 Huelva;De 70 a 74 años  ;Española;Ambos sexos;1 de julio de 2022;21943
21 Huelva;De 70 a 74 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;487
21 Huelva;De 70 a 74 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
21 Huelva;De 70 a 74 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;260
21 Huelva;De 70 a 74 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
21 Huelva;De 70 a 74 años  ;De Africa;Ambos sexos;1 de julio de 2022;79
21 Huelva;De 70 a 74 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;16
21 Huelva;De 70 a 74 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;15
21 Huelva;De 70 a 74 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;72
21 Huelva;De 70 a 74 años  ;De Asia;Ambos sexos;1 de julio de 2022;16
21 Huelva;De 70 a 74 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;0
21 Huelva;De 70 a 74 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
21 Huelva;De 75 a 79 años  ;Española;Ambos sexos;1 de julio de 2022;18117
21 Huelva;De 75 a 79 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;255
21 Huelva;De 75 a 79 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
21 Huelva;De 75 a 79 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;174
21 Huelva;De 75 a 79 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
21 Huelva;De 75 a 79 años  ;De Africa;Ambos sexos;1 de julio de 2022;51
21 Huelva;De 75 a 79 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;11
21 Huelva;De 75 a 79 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;10
21 Huelva;De 75 a 79 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;36
21 Huelva;De 75 a 79 años  ;De Asia;Ambos sexos;1 de julio de 2022;4
21 Huelva;De 75 a 79 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;2
21 Huelva;De 75 a 79 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
21 Huelva;De 80 a 84 años  ;Española;Ambos sexos;1 de julio de 2022;11630
21 Huelva;De 80 a 84 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;198
21 Huelva;De 80 a 84 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
21 Huelva;De 80 a 84 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;70
21 Huelva;De 80 a 84 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
21 Huelva;De 80 a 84 años  ;De Africa;Ambos sexos;1 de julio de 2022;29
21 Huelva;De 80 a 84 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;2
21 Huelva;De 80 a 84 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;10
21 Huelva;De 80 a 84 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;26
21 Huelva;De 80 a 84 años  ;De Asia;Ambos sexos;1 de julio de 2022;5
21 Huelva;De 80 a 84 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;1
21 Huelva;De 80 a 84 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
21 Huelva;De 85 a 89 años  ;Española;Ambos sexos;1 de julio de 2022;8640
21 Huelva;De 85 a 89 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;85
21 Huelva;De 85 a 89 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
21 Huelva;De 85 a 89 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;27
21 Huelva;De 85 a 89 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
21 Huelva;De 85 a 89 años  ;De Africa;Ambos sexos;1 de julio de 2022;18
21 Huelva;De 85 a 89 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;2
21 Huelva;De 85 a 89 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;8
21 Huelva;De 85 a 89 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;10
21 Huelva;De 85 a 89 años  ;De Asia;Ambos sexos;1 de julio de 2022;2
21 Huelva;De 85 a 89 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;1
21 Huelva;De 85 a 89 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
21 Huelva;90 y más años;Española;Ambos sexos;1 de julio de 2022;4334
21 Huelva;90 y más años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;64
21 Huelva;90 y más años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
21 Huelva;90 y más años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;10
21 Huelva;90 y más años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
21 Huelva;90 y más años;De Africa;Ambos sexos;1 de julio de 2022;9
21 Huelva;90 y más años;De América del Norte;Ambos sexos;1 de julio de 2022;4
21 Huelva;90 y más años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;1
21 Huelva;90 y más años;De Sudamérica;Ambos sexos;1 de julio de 2022;5
21 Huelva;90 y más años;De Asia;Ambos sexos;1 de julio de 2022;2
21 Huelva;90 y más años;De Oceanía;Ambos sexos;1 de julio de 2022;0
21 Huelva;90 y más años;Apátridas;Ambos sexos;1 de julio de 2022;0
22 Huesca;De 0 a 4 años;Española;Ambos sexos;1 de julio de 2022;6564
22 Huesca;De 0 a 4 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;637
22 Huesca;De 0 a 4 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 0 a 4 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;81
22 Huesca;De 0 a 4 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 0 a 4 años;De Africa;Ambos sexos;1 de julio de 2022;672
22 Huesca;De 0 a 4 años;De América del Norte;Ambos sexos;1 de julio de 2022;8
22 Huesca;De 0 a 4 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;68
22 Huesca;De 0 a 4 años;De Sudamérica;Ambos sexos;1 de julio de 2022;154
22 Huesca;De 0 a 4 años;De Asia;Ambos sexos;1 de julio de 2022;74
22 Huesca;De 0 a 4 años;De Oceanía;Ambos sexos;1 de julio de 2022;1
22 Huesca;De 0 a 4 años;Apátridas;Ambos sexos;1 de julio de 2022;0
22 Huesca;De 5 a 9 años;Española;Ambos sexos;1 de julio de 2022;8214
22 Huesca;De 5 a 9 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;658
22 Huesca;De 5 a 9 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 5 a 9 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;128
22 Huesca;De 5 a 9 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 5 a 9 años;De Africa;Ambos sexos;1 de julio de 2022;549
22 Huesca;De 5 a 9 años;De América del Norte;Ambos sexos;1 de julio de 2022;13
22 Huesca;De 5 a 9 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;121
22 Huesca;De 5 a 9 años;De Sudamérica;Ambos sexos;1 de julio de 2022;237
22 Huesca;De 5 a 9 años;De Asia;Ambos sexos;1 de julio de 2022;104
22 Huesca;De 5 a 9 años;De Oceanía;Ambos sexos;1 de julio de 2022;2
22 Huesca;De 5 a 9 años;Apátridas;Ambos sexos;1 de julio de 2022;0
22 Huesca;De 10 a 14 años  ;Española;Ambos sexos;1 de julio de 2022;9543
22 Huesca;De 10 a 14 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;403
22 Huesca;De 10 a 14 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 10 a 14 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;117
22 Huesca;De 10 a 14 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 10 a 14 años  ;De Africa;Ambos sexos;1 de julio de 2022;472
22 Huesca;De 10 a 14 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;11
22 Huesca;De 10 a 14 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;126
22 Huesca;De 10 a 14 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;223
22 Huesca;De 10 a 14 años  ;De Asia;Ambos sexos;1 de julio de 2022;85
22 Huesca;De 10 a 14 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;4
22 Huesca;De 10 a 14 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
22 Huesca;De 15 a 19 años  ;Española;Ambos sexos;1 de julio de 2022;9262
22 Huesca;De 15 a 19 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;485
22 Huesca;De 15 a 19 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 15 a 19 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;100
22 Huesca;De 15 a 19 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 15 a 19 años  ;De Africa;Ambos sexos;1 de julio de 2022;504
22 Huesca;De 15 a 19 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;11
22 Huesca;De 15 a 19 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;126
22 Huesca;De 15 a 19 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;191
22 Huesca;De 15 a 19 años  ;De Asia;Ambos sexos;1 de julio de 2022;79
22 Huesca;De 15 a 19 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;2
22 Huesca;De 15 a 19 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
22 Huesca;De 20 a 24 años;Española;Ambos sexos;1 de julio de 2022;8813
22 Huesca;De 20 a 24 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;795
22 Huesca;De 20 a 24 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 20 a 24 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;84
22 Huesca;De 20 a 24 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 20 a 24 años;De Africa;Ambos sexos;1 de julio de 2022;661
22 Huesca;De 20 a 24 años;De América del Norte;Ambos sexos;1 de julio de 2022;14
22 Huesca;De 20 a 24 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;218
22 Huesca;De 20 a 24 años;De Sudamérica;Ambos sexos;1 de julio de 2022;352
22 Huesca;De 20 a 24 años;De Asia;Ambos sexos;1 de julio de 2022;58
22 Huesca;De 20 a 24 años;De Oceanía;Ambos sexos;1 de julio de 2022;1
22 Huesca;De 20 a 24 años;Apátridas;Ambos sexos;1 de julio de 2022;1
22 Huesca;De 25 a 29 años;Española;Ambos sexos;1 de julio de 2022;8383
22 Huesca;De 25 a 29 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;841
22 Huesca;De 25 a 29 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 25 a 29 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;111
22 Huesca;De 25 a 29 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 25 a 29 años;De Africa;Ambos sexos;1 de julio de 2022;888
22 Huesca;De 25 a 29 años;De América del Norte;Ambos sexos;1 de julio de 2022;20
22 Huesca;De 25 a 29 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;314
22 Huesca;De 25 a 29 años;De Sudamérica;Ambos sexos;1 de julio de 2022;550
22 Huesca;De 25 a 29 años;De Asia;Ambos sexos;1 de julio de 2022;67
22 Huesca;De 25 a 29 años;De Oceanía;Ambos sexos;1 de julio de 2022;3
22 Huesca;De 25 a 29 años;Apátridas;Ambos sexos;1 de julio de 2022;2
22 Huesca;De 30 a 34 años;Española;Ambos sexos;1 de julio de 2022;8786
22 Huesca;De 30 a 34 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;974
22 Huesca;De 30 a 34 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 30 a 34 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;137
22 Huesca;De 30 a 34 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 30 a 34 años;De Africa;Ambos sexos;1 de julio de 2022;877
22 Huesca;De 30 a 34 años;De América del Norte;Ambos sexos;1 de julio de 2022;23
22 Huesca;De 30 a 34 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;314
22 Huesca;De 30 a 34 años;De Sudamérica;Ambos sexos;1 de julio de 2022;510
22 Huesca;De 30 a 34 años;De Asia;Ambos sexos;1 de julio de 2022;79
22 Huesca;De 30 a 34 años;De Oceanía;Ambos sexos;1 de julio de 2022;9
22 Huesca;De 30 a 34 años;Apátridas;Ambos sexos;1 de julio de 2022;6
22 Huesca;De 35 a 39 años;Española;Ambos sexos;1 de julio de 2022;10131
22 Huesca;De 35 a 39 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;1256
22 Huesca;De 35 a 39 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 35 a 39 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;129
22 Huesca;De 35 a 39 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 35 a 39 años;De Africa;Ambos sexos;1 de julio de 2022;903
22 Huesca;De 35 a 39 años;De América del Norte;Ambos sexos;1 de julio de 2022;19
22 Huesca;De 35 a 39 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;242
22 Huesca;De 35 a 39 años;De Sudamérica;Ambos sexos;1 de julio de 2022;458
22 Huesca;De 35 a 39 años;De Asia;Ambos sexos;1 de julio de 2022;103
22 Huesca;De 35 a 39 años;De Oceanía;Ambos sexos;1 de julio de 2022;9
22 Huesca;De 35 a 39 años;Apátridas;Ambos sexos;1 de julio de 2022;2
22 Huesca;De 40 a 44 años;Española;Ambos sexos;1 de julio de 2022;13373
22 Huesca;De 40 a 44 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;1434
22 Huesca;De 40 a 44 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 40 a 44 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;129
22 Huesca;De 40 a 44 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 40 a 44 años;De Africa;Ambos sexos;1 de julio de 2022;964
22 Huesca;De 40 a 44 años;De América del Norte;Ambos sexos;1 de julio de 2022;19
22 Huesca;De 40 a 44 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;204
22 Huesca;De 40 a 44 años;De Sudamérica;Ambos sexos;1 de julio de 2022;479
22 Huesca;De 40 a 44 años;De Asia;Ambos sexos;1 de julio de 2022;90
22 Huesca;De 40 a 44 años;De Oceanía;Ambos sexos;1 de julio de 2022;10
22 Huesca;De 40 a 44 años;Apátridas;Ambos sexos;1 de julio de 2022;2
22 Huesca;De 45 a 49 años;Española;Ambos sexos;1 de julio de 2022;14784
22 Huesca;De 45 a 49 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;1401
22 Huesca;De 45 a 49 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 45 a 49 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;130
22 Huesca;De 45 a 49 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 45 a 49 años;De Africa;Ambos sexos;1 de julio de 2022;745
22 Huesca;De 45 a 49 años;De América del Norte;Ambos sexos;1 de julio de 2022;13
22 Huesca;De 45 a 49 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;150
22 Huesca;De 45 a 49 años;De Sudamérica;Ambos sexos;1 de julio de 2022;343
22 Huesca;De 45 a 49 años;De Asia;Ambos sexos;1 de julio de 2022;76
22 Huesca;De 45 a 49 años;De Oceanía;Ambos sexos;1 de julio de 2022;3
22 Huesca;De 45 a 49 años;Apátridas;Ambos sexos;1 de julio de 2022;0
22 Huesca;De 50 a 54 años;Española;Ambos sexos;1 de julio de 2022;14890
22 Huesca;De 50 a 54 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;1284
22 Huesca;De 50 a 54 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 50 a 54 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;115
22 Huesca;De 50 a 54 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 50 a 54 años;De Africa;Ambos sexos;1 de julio de 2022;461
22 Huesca;De 50 a 54 años;De América del Norte;Ambos sexos;1 de julio de 2022;19
22 Huesca;De 50 a 54 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;91
22 Huesca;De 50 a 54 años;De Sudamérica;Ambos sexos;1 de julio de 2022;250
22 Huesca;De 50 a 54 años;De Asia;Ambos sexos;1 de julio de 2022;49
22 Huesca;De 50 a 54 años;De Oceanía;Ambos sexos;1 de julio de 2022;6
22 Huesca;De 50 a 54 años;Apátridas;Ambos sexos;1 de julio de 2022;0
22 Huesca;De 55 a 59 años;Española;Ambos sexos;1 de julio de 2022;15534
22 Huesca;De 55 a 59 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;818
22 Huesca;De 55 a 59 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 55 a 59 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;106
22 Huesca;De 55 a 59 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 55 a 59 años;De Africa;Ambos sexos;1 de julio de 2022;255
22 Huesca;De 55 a 59 años;De América del Norte;Ambos sexos;1 de julio de 2022;13
22 Huesca;De 55 a 59 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;69
22 Huesca;De 55 a 59 años;De Sudamérica;Ambos sexos;1 de julio de 2022;216
22 Huesca;De 55 a 59 años;De Asia;Ambos sexos;1 de julio de 2022;48
22 Huesca;De 55 a 59 años;De Oceanía;Ambos sexos;1 de julio de 2022;3
22 Huesca;De 55 a 59 años;Apátridas;Ambos sexos;1 de julio de 2022;0
22 Huesca;De 60 a 64 años;Española;Ambos sexos;1 de julio de 2022;14747
22 Huesca;De 60 a 64 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;541
22 Huesca;De 60 a 64 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 60 a 64 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;80
22 Huesca;De 60 a 64 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 60 a 64 años;De Africa;Ambos sexos;1 de julio de 2022;119
22 Huesca;De 60 a 64 años;De América del Norte;Ambos sexos;1 de julio de 2022;12
22 Huesca;De 60 a 64 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;28
22 Huesca;De 60 a 64 años;De Sudamérica;Ambos sexos;1 de julio de 2022;103
22 Huesca;De 60 a 64 años;De Asia;Ambos sexos;1 de julio de 2022;18
22 Huesca;De 60 a 64 años;De Oceanía;Ambos sexos;1 de julio de 2022;0
22 Huesca;De 60 a 64 años;Apátridas;Ambos sexos;1 de julio de 2022;0
22 Huesca;De 65 a 69 años;Española;Ambos sexos;1 de julio de 2022;12562
22 Huesca;De 65 a 69 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;336
22 Huesca;De 65 a 69 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 65 a 69 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;51
22 Huesca;De 65 a 69 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 65 a 69 años;De Africa;Ambos sexos;1 de julio de 2022;53
22 Huesca;De 65 a 69 años;De América del Norte;Ambos sexos;1 de julio de 2022;6
22 Huesca;De 65 a 69 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;22
22 Huesca;De 65 a 69 años;De Sudamérica;Ambos sexos;1 de julio de 2022;69
22 Huesca;De 65 a 69 años;De Asia;Ambos sexos;1 de julio de 2022;16
22 Huesca;De 65 a 69 años;De Oceanía;Ambos sexos;1 de julio de 2022;0
22 Huesca;De 65 a 69 años;Apátridas;Ambos sexos;1 de julio de 2022;0
22 Huesca;De 70 a 74 años  ;Española;Ambos sexos;1 de julio de 2022;10783
22 Huesca;De 70 a 74 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;161
22 Huesca;De 70 a 74 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 70 a 74 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;34
22 Huesca;De 70 a 74 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 70 a 74 años  ;De Africa;Ambos sexos;1 de julio de 2022;28
22 Huesca;De 70 a 74 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;5
22 Huesca;De 70 a 74 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;8
22 Huesca;De 70 a 74 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;56
22 Huesca;De 70 a 74 años  ;De Asia;Ambos sexos;1 de julio de 2022;5
22 Huesca;De 70 a 74 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;2
22 Huesca;De 70 a 74 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
22 Huesca;De 75 a 79 años  ;Española;Ambos sexos;1 de julio de 2022;9321
22 Huesca;De 75 a 79 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;109
22 Huesca;De 75 a 79 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 75 a 79 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;25
22 Huesca;De 75 a 79 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 75 a 79 años  ;De Africa;Ambos sexos;1 de julio de 2022;17
22 Huesca;De 75 a 79 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;3
22 Huesca;De 75 a 79 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;13
22 Huesca;De 75 a 79 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;25
22 Huesca;De 75 a 79 años  ;De Asia;Ambos sexos;1 de julio de 2022;0
22 Huesca;De 75 a 79 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;2
22 Huesca;De 75 a 79 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
22 Huesca;De 80 a 84 años  ;Española;Ambos sexos;1 de julio de 2022;6432
22 Huesca;De 80 a 84 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;48
22 Huesca;De 80 a 84 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 80 a 84 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;16
22 Huesca;De 80 a 84 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 80 a 84 años  ;De Africa;Ambos sexos;1 de julio de 2022;12
22 Huesca;De 80 a 84 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;3
22 Huesca;De 80 a 84 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;6
22 Huesca;De 80 a 84 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;19
22 Huesca;De 80 a 84 años  ;De Asia;Ambos sexos;1 de julio de 2022;1
22 Huesca;De 80 a 84 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;1
22 Huesca;De 80 a 84 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
22 Huesca;De 85 a 89 años  ;Española;Ambos sexos;1 de julio de 2022;6346
22 Huesca;De 85 a 89 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;25
22 Huesca;De 85 a 89 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 85 a 89 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;6
22 Huesca;De 85 a 89 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
22 Huesca;De 85 a 89 años  ;De Africa;Ambos sexos;1 de julio de 2022;8
22 Huesca;De 85 a 89 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;0
22 Huesca;De 85 a 89 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;2
22 Huesca;De 85 a 89 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;15
22 Huesca;De 85 a 89 años  ;De Asia;Ambos sexos;1 de julio de 2022;1
22 Huesca;De 85 a 89 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;0
22 Huesca;De 85 a 89 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
22 Huesca;90 y más años;Española;Ambos sexos;1 de julio de 2022;4616
22 Huesca;90 y más años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;25
22 Huesca;90 y más años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
22 Huesca;90 y más años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;3
22 Huesca;90 y más años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
22 Huesca;90 y más años;De Africa;Ambos sexos;1 de julio de 2022;5
22 Huesca;90 y más años;De América del Norte;Ambos sexos;1 de julio de 2022;0
22 Huesca;90 y más años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;2
22 Huesca;90 y más años;De Sudamérica;Ambos sexos;1 de julio de 2022;9
22 Huesca;90 y más años;De Asia;Ambos sexos;1 de julio de 2022;2
22 Huesca;90 y más años;De Oceanía;Ambos sexos;1 de julio de 2022;0
22 Huesca;90 y más años;Apátridas;Ambos sexos;1 de julio de 2022;0
23 Jaén;De 0 a 4 años;Española;Ambos sexos;1 de julio de 2022;22388
23 Jaén;De 0 a 4 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;139
23 Jaén;De 0 a 4 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 0 a 4 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;26
23 Jaén;De 0 a 4 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 0 a 4 años;De Africa;Ambos sexos;1 de julio de 2022;479
23 Jaén;De 0 a 4 años;De América del Norte;Ambos sexos;1 de julio de 2022;5
