Provincias;Grupo quinquenal de edad;Nacionalidad;Sexo;Periodo;Total
37 Salamanca;De 80 a 84 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;38
37 Salamanca;De 80 a 84 años  ;De Asia;Ambos sexos;1 de julio de 2022;4
37 Salamanca;De 80 a 84 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;0
37 Salamanca;De 80 a 84 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
37 Salamanca;De 85 a 89 años  ;Española;Ambos sexos;1 de julio de 2022;11477
37 Salamanca;De 85 a 89 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;21
37 Salamanca;De 85 a 89 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 85 a 89 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;8
37 Salamanca;De 85 a 89 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 85 a 89 años  ;De Africa;Ambos sexos;1 de julio de 2022;3
37 Salamanca;De 85 a 89 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;2
37 Salamanca;De 85 a 89 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;3
37 Salamanca;De 85 a 89 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;13
37 Salamanca;De 85 a 89 años  ;De Asia;Ambos sexos;1 de julio de 2022;1
37 Salamanca;De 85 a 89 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;0
37 Salamanca;De 85 a 89 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
37 Salamanca;90 y más años;Española;Ambos sexos;1 de julio de 2022;8572
37 Salamanca;90 y más años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;15
37 Salamanca;90 y más años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
37 Salamanca;90 y más años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;2
37 Salamanca;90 y más años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
37 Salamanca;90 y más años;De Africa;Ambos sexos;1 de julio de 2022;4
37 Salamanca;90 y más años;De América del Norte;Ambos sexos;1 de julio de 2022;3
37 Salamanca;90 y más años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;5
37 Salamanca;90 y más años;De Sudamérica;Ambos sexos;1 de julio de 2022;7
37 Salamanca;90 y más años;De Asia;Ambos sexos;1 de julio de 2022;2
37 Salamanca;90 y más años;De Oceanía;Ambos sexos;1 de julio de 2022;0
37 Salamanca;90 y más años;Apátridas;Ambos sexos;1 de julio de 2022;0
38 Santa Cruz de Tenerife;De 0 a 4 años;Española;Ambos sexos;1 de julio de 2022;28790
38 Santa Cruz de Tenerife;De 0 a 4 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;1977
38 Santa Cruz de Tenerife;De 0 a 4 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 0 a 4 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;682
38 Santa Cruz de Tenerife;De 0 a 4 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 0 a 4 años;De Africa;Ambos sexos;1 de julio de 2022;474
38 Santa Cruz de Tenerife;De 0 a 4 años;De América del Norte;Ambos sexos;1 de julio de 2022;56
38 Santa Cruz de Tenerife;De 0 a 4 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;241
38 Santa Cruz de Tenerife;De 0 a 4 años;De Sudamérica;Ambos sexos;1 de julio de 2022;895
38 Santa Cruz de Tenerife;De 0 a 4 años;De Asia;Ambos sexos;1 de julio de 2022;407
38 Santa Cruz de Tenerife;De 0 a 4 años;De Oceanía;Ambos sexos;1 de julio de 2022;0
38 Santa Cruz de Tenerife;De 0 a 4 años;Apátridas;Ambos sexos;1 de julio de 2022;3
38 Santa Cruz de Tenerife;De 5 a 9 años;Española;Ambos sexos;1 de julio de 2022;36848
38 Santa Cruz de Tenerife;De 5 a 9 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;2931
38 Santa Cruz de Tenerife;De 5 a 9 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 5 a 9 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;1033
38 Santa Cruz de Tenerife;De 5 a 9 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 5 a 9 años;De Africa;Ambos sexos;1 de julio de 2022;292
38 Santa Cruz de Tenerife;De 5 a 9 años;De América del Norte;Ambos sexos;1 de julio de 2022;76
38 Santa Cruz de Tenerife;De 5 a 9 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;433
38 Santa Cruz de Tenerife;De 5 a 9 años;De Sudamérica;Ambos sexos;1 de julio de 2022;1826
38 Santa Cruz de Tenerife;De 5 a 9 años;De Asia;Ambos sexos;1 de julio de 2022;527
38 Santa Cruz de Tenerife;De 5 a 9 años;De Oceanía;Ambos sexos;1 de julio de 2022;8
38 Santa Cruz de Tenerife;De 5 a 9 años;Apátridas;Ambos sexos;1 de julio de 2022;2
38 Santa Cruz de Tenerife;De 10 a 14 años  ;Española;Ambos sexos;1 de julio de 2022;43673
38 Santa Cruz de Tenerife;De 10 a 14 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;3016
38 Santa Cruz de Tenerife;De 10 a 14 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 10 a 14 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;903
38 Santa Cruz de Tenerife;De 10 a 14 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 10 a 14 años  ;De Africa;Ambos sexos;1 de julio de 2022;370
38 Santa Cruz de Tenerife;De 10 a 14 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;60
38 Santa Cruz de Tenerife;De 10 a 14 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;406
38 Santa Cruz de Tenerife;De 10 a 14 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;1601
38 Santa Cruz de Tenerife;De 10 a 14 años  ;De Asia;Ambos sexos;1 de julio de 2022;579
38 Santa Cruz de Tenerife;De 10 a 14 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;4
38 Santa Cruz de Tenerife;De 10 a 14 años  ;Apátridas;Ambos sexos;1 de julio de 2022;1
38 Santa Cruz de Tenerife;De 15 a 19 años  ;Española;Ambos sexos;1 de julio de 2022;47120
38 Santa Cruz de Tenerife;De 15 a 19 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;2999
38 Santa Cruz de Tenerife;De 15 a 19 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 15 a 19 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;779
38 Santa Cruz de Tenerife;De 15 a 19 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 15 a 19 años  ;De Africa;Ambos sexos;1 de julio de 2022;899
38 Santa Cruz de Tenerife;De 15 a 19 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;61
38 Santa Cruz de Tenerife;De 15 a 19 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;319
38 Santa Cruz de Tenerife;De 15 a 19 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;1478
38 Santa Cruz de Tenerife;De 15 a 19 años  ;De Asia;Ambos sexos;1 de julio de 2022;497
38 Santa Cruz de Tenerife;De 15 a 19 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;3
38 Santa Cruz de Tenerife;De 15 a 19 años  ;Apátridas;Ambos sexos;1 de julio de 2022;1
38 Santa Cruz de Tenerife;De 20 a 24 años;Española;Ambos sexos;1 de julio de 2022;48279
38 Santa Cruz de Tenerife;De 20 a 24 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;4670
38 Santa Cruz de Tenerife;De 20 a 24 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 20 a 24 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;865
38 Santa Cruz de Tenerife;De 20 a 24 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 20 a 24 años;De Africa;Ambos sexos;1 de julio de 2022;559
38 Santa Cruz de Tenerife;De 20 a 24 años;De América del Norte;Ambos sexos;1 de julio de 2022;100
38 Santa Cruz de Tenerife;De 20 a 24 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;633
38 Santa Cruz de Tenerife;De 20 a 24 años;De Sudamérica;Ambos sexos;1 de julio de 2022;2202
38 Santa Cruz de Tenerife;De 20 a 24 años;De Asia;Ambos sexos;1 de julio de 2022;493
38 Santa Cruz de Tenerife;De 20 a 24 años;De Oceanía;Ambos sexos;1 de julio de 2022;7
38 Santa Cruz de Tenerife;De 20 a 24 años;Apátridas;Ambos sexos;1 de julio de 2022;5
38 Santa Cruz de Tenerife;De 25 a 29 años;Española;Ambos sexos;1 de julio de 2022;49546
38 Santa Cruz de Tenerife;De 25 a 29 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;7463
38 Santa Cruz de Tenerife;De 25 a 29 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 25 a 29 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;1249
38 Santa Cruz de Tenerife;De 25 a 29 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 25 a 29 años;De Africa;Ambos sexos;1 de julio de 2022;818
38 Santa Cruz de Tenerife;De 25 a 29 años;De América del Norte;Ambos sexos;1 de julio de 2022;186
38 Santa Cruz de Tenerife;De 25 a 29 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;1104
38 Santa Cruz de Tenerife;De 25 a 29 años;De Sudamérica;Ambos sexos;1 de julio de 2022;3351
38 Santa Cruz de Tenerife;De 25 a 29 años;De Asia;Ambos sexos;1 de julio de 2022;547
38 Santa Cruz de Tenerife;De 25 a 29 años;De Oceanía;Ambos sexos;1 de julio de 2022;5
38 Santa Cruz de Tenerife;De 25 a 29 años;Apátridas;Ambos sexos;1 de julio de 2022;12
38 Santa Cruz de Tenerife;De 30 a 34 años;Española;Ambos sexos;1 de julio de 2022;52866
38 Santa Cruz de Tenerife;De 30 a 34 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;8842
38 Santa Cruz de Tenerife;De 30 a 34 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 30 a 34 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;1781
38 Santa Cruz de Tenerife;De 30 a 34 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 30 a 34 años;De Africa;Ambos sexos;1 de julio de 2022;920
38 Santa Cruz de Tenerife;De 30 a 34 años;De América del Norte;Ambos sexos;1 de julio de 2022;136
38 Santa Cruz de Tenerife;De 30 a 34 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;1409
38 Santa Cruz de Tenerife;De 30 a 34 años;De Sudamérica;Ambos sexos;1 de julio de 2022;3733
38 Santa Cruz de Tenerife;De 30 a 34 años;De Asia;Ambos sexos;1 de julio de 2022;781
38 Santa Cruz de Tenerife;De 30 a 34 años;De Oceanía;Ambos sexos;1 de julio de 2022;7
38 Santa Cruz de Tenerife;De 30 a 34 años;Apátridas;Ambos sexos;1 de julio de 2022;5
38 Santa Cruz de Tenerife;De 35 a 39 años;Española;Ambos sexos;1 de julio de 2022;58429
38 Santa Cruz de Tenerife;De 35 a 39 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;9549
38 Santa Cruz de Tenerife;De 35 a 39 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 35 a 39 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;2048
38 Santa Cruz de Tenerife;De 35 a 39 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 35 a 39 años;De Africa;Ambos sexos;1 de julio de 2022;996
38 Santa Cruz de Tenerife;De 35 a 39 años;De América del Norte;Ambos sexos;1 de julio de 2022;114
38 Santa Cruz de Tenerife;De 35 a 39 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;1089
38 Santa Cruz de Tenerife;De 35 a 39 años;De Sudamérica;Ambos sexos;1 de julio de 2022;3686
38 Santa Cruz de Tenerife;De 35 a 39 años;De Asia;Ambos sexos;1 de julio de 2022;966
38 Santa Cruz de Tenerife;De 35 a 39 años;De Oceanía;Ambos sexos;1 de julio de 2022;6
38 Santa Cruz de Tenerife;De 35 a 39 años;Apátridas;Ambos sexos;1 de julio de 2022;5
38 Santa Cruz de Tenerife;De 40 a 44 años;Española;Ambos sexos;1 de julio de 2022;72396
38 Santa Cruz de Tenerife;De 40 a 44 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;9293
38 Santa Cruz de Tenerife;De 40 a 44 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 40 a 44 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;2035
38 Santa Cruz de Tenerife;De 40 a 44 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 40 a 44 años;De Africa;Ambos sexos;1 de julio de 2022;1046
38 Santa Cruz de Tenerife;De 40 a 44 años;De América del Norte;Ambos sexos;1 de julio de 2022;109
38 Santa Cruz de Tenerife;De 40 a 44 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;822
38 Santa Cruz de Tenerife;De 40 a 44 años;De Sudamérica;Ambos sexos;1 de julio de 2022;3696
38 Santa Cruz de Tenerife;De 40 a 44 años;De Asia;Ambos sexos;1 de julio de 2022;883
38 Santa Cruz de Tenerife;De 40 a 44 años;De Oceanía;Ambos sexos;1 de julio de 2022;12
38 Santa Cruz de Tenerife;De 40 a 44 años;Apátridas;Ambos sexos;1 de julio de 2022;8
38 Santa Cruz de Tenerife;De 45 a 49 años;Española;Ambos sexos;1 de julio de 2022;80433
38 Santa Cruz de Tenerife;De 45 a 49 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;9142
38 Santa Cruz de Tenerife;De 45 a 49 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 45 a 49 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;2141
38 Santa Cruz de Tenerife;De 45 a 49 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 45 a 49 años;De Africa;Ambos sexos;1 de julio de 2022;922
38 Santa Cruz de Tenerife;De 45 a 49 años;De América del Norte;Ambos sexos;1 de julio de 2022;114
38 Santa Cruz de Tenerife;De 45 a 49 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;845
38 Santa Cruz de Tenerife;De 45 a 49 años;De Sudamérica;Ambos sexos;1 de julio de 2022;3277
38 Santa Cruz de Tenerife;De 45 a 49 años;De Asia;Ambos sexos;1 de julio de 2022;886
38 Santa Cruz de Tenerife;De 45 a 49 años;De Oceanía;Ambos sexos;1 de julio de 2022;7
38 Santa Cruz de Tenerife;De 45 a 49 años;Apátridas;Ambos sexos;1 de julio de 2022;7
38 Santa Cruz de Tenerife;De 50 a 54 años;Española;Ambos sexos;1 de julio de 2022;78121
38 Santa Cruz de Tenerife;De 50 a 54 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;8436
38 Santa Cruz de Tenerife;De 50 a 54 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 50 a 54 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;2717
38 Santa Cruz de Tenerife;De 50 a 54 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 50 a 54 años;De Africa;Ambos sexos;1 de julio de 2022;620
38 Santa Cruz de Tenerife;De 50 a 54 años;De América del Norte;Ambos sexos;1 de julio de 2022;119
38 Santa Cruz de Tenerife;De 50 a 54 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;967
38 Santa Cruz de Tenerife;De 50 a 54 años;De Sudamérica;Ambos sexos;1 de julio de 2022;2523
38 Santa Cruz de Tenerife;De 50 a 54 años;De Asia;Ambos sexos;1 de julio de 2022;659
38 Santa Cruz de Tenerife;De 50 a 54 años;De Oceanía;Ambos sexos;1 de julio de 2022;7
38 Santa Cruz de Tenerife;De 50 a 54 años;Apátridas;Ambos sexos;1 de julio de 2022;1
38 Santa Cruz de Tenerife;De 55 a 59 años;Española;Ambos sexos;1 de julio de 2022;73548
38 Santa Cruz de Tenerife;De 55 a 59 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;7973
38 Santa Cruz de Tenerife;De 55 a 59 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 55 a 59 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;3001
38 Santa Cruz de Tenerife;De 55 a 59 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 55 a 59 años;De Africa;Ambos sexos;1 de julio de 2022;360
38 Santa Cruz de Tenerife;De 55 a 59 años;De América del Norte;Ambos sexos;1 de julio de 2022;100
38 Santa Cruz de Tenerife;De 55 a 59 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;813
38 Santa Cruz de Tenerife;De 55 a 59 años;De Sudamérica;Ambos sexos;1 de julio de 2022;2028
38 Santa Cruz de Tenerife;De 55 a 59 años;De Asia;Ambos sexos;1 de julio de 2022;475
38 Santa Cruz de Tenerife;De 55 a 59 años;De Oceanía;Ambos sexos;1 de julio de 2022;8
38 Santa Cruz de Tenerife;De 55 a 59 años;Apátridas;Ambos sexos;1 de julio de 2022;3
38 Santa Cruz de Tenerife;De 60 a 64 años;Española;Ambos sexos;1 de julio de 2022;60541
38 Santa Cruz de Tenerife;De 60 a 64 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;6691
38 Santa Cruz de Tenerife;De 60 a 64 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 60 a 64 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;3041
38 Santa Cruz de Tenerife;De 60 a 64 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 60 a 64 años;De Africa;Ambos sexos;1 de julio de 2022;231
38 Santa Cruz de Tenerife;De 60 a 64 años;De América del Norte;Ambos sexos;1 de julio de 2022;72
38 Santa Cruz de Tenerife;De 60 a 64 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;461
38 Santa Cruz de Tenerife;De 60 a 64 años;De Sudamérica;Ambos sexos;1 de julio de 2022;1404
38 Santa Cruz de Tenerife;De 60 a 64 años;De Asia;Ambos sexos;1 de julio de 2022;345
38 Santa Cruz de Tenerife;De 60 a 64 años;De Oceanía;Ambos sexos;1 de julio de 2022;4
38 Santa Cruz de Tenerife;De 60 a 64 años;Apátridas;Ambos sexos;1 de julio de 2022;0
38 Santa Cruz de Tenerife;De 65 a 69 años;Española;Ambos sexos;1 de julio de 2022;48762
38 Santa Cruz de Tenerife;De 65 a 69 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;6193
38 Santa Cruz de Tenerife;De 65 a 69 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 65 a 69 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;2913
38 Santa Cruz de Tenerife;De 65 a 69 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 65 a 69 años;De Africa;Ambos sexos;1 de julio de 2022;106
38 Santa Cruz de Tenerife;De 65 a 69 años;De América del Norte;Ambos sexos;1 de julio de 2022;79
38 Santa Cruz de Tenerife;De 65 a 69 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;309
38 Santa Cruz de Tenerife;De 65 a 69 años;De Sudamérica;Ambos sexos;1 de julio de 2022;1122
38 Santa Cruz de Tenerife;De 65 a 69 años;De Asia;Ambos sexos;1 de julio de 2022;255
38 Santa Cruz de Tenerife;De 65 a 69 años;De Oceanía;Ambos sexos;1 de julio de 2022;5
38 Santa Cruz de Tenerife;De 65 a 69 años;Apátridas;Ambos sexos;1 de julio de 2022;1
38 Santa Cruz de Tenerife;De 70 a 74 años  ;Española;Ambos sexos;1 de julio de 2022;39295
38 Santa Cruz de Tenerife;De 70 a 74 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;5547
38 Santa Cruz de Tenerife;De 70 a 74 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 70 a 74 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;2938
38 Santa Cruz de Tenerife;De 70 a 74 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
38 Santa Cruz de Tenerife;De 70 a 74 años  ;De Africa;Ambos sexos;1 de julio de 2022;78
38 Santa Cruz de Tenerife;De 70 a 74 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;64
38 Santa Cruz de Tenerife;De 70 a 74 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;247
38 Santa Cruz de Tenerife;De 70 a 74 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;900
38 Santa Cruz de Tenerife;De 70 a 74 años  ;De Asia;Ambos sexos;1 de julio de 2022;162
38 Santa Cruz de Tenerife;De 70 a 74 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;6
38 Santa Cruz de Tenerife;De 70 a 74 años  ;Apátridas;Ambos sexos;1 de julio de 2022;2
38 Santa Cruz de Tenerife;De 75 a 79 años  ;Española;Ambos sexos;1 de julio de 2022;33087
38 Santa Cruz de Tenerife;De 75 a 79 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;4479
