Provincia,CodMun,Municipio,Extensión superficial (Km2). 2019,Perímetro (m). 2019,Altitud sobre el nivel del mar (m). 2019,Coordenadas del núcleo principal (grados). 2022,Número de núcleos que componen el municipio. 2021,Distancia a la capital (Km). 2019,Población total. 2021,Población. Hombres. 2021,Población. Mujeres. 2021,Población en núcleos. 2021,Población en diseminados. 2021,Edad media. 2021,Porcentaje de población menor de 20 años. 2021,Porcentaje de población mayor de 65 años. 2021,Variación relativa de la población en diez años (%). 2011-2021,Número de extranjeros. 2021,Principal procedencia de los extranjeros residentes. 2021,Porcentaje que representa respecto total de extranjeros. 2021,Emigraciones. 2021,Inmigraciones. 2021,Nacimientos. 2021,Defunciones. 2021,Matrimonios. 2021,Centros de Infantil. Curso 2020-2021,Centros de Primaria. Curso 2020-2021,Centros de Enseñanza Secundaria Obligatoria. Curso 2020-2021,Centros  de Bachillerato. Curso 2020-2021,Centros  C.F. de Grado Medio. Curso 2020-2021,Centros  C.F. de Grado Superior. Curso 2020-2021,Centros de educación de adultos. Curso 2020-2021,Bibliotecas públicas. 2020,Centros de salud. 2021,Consultorios. 2021,Viviendas familiares principales. 2011,Transacciones inmobiliarias. Vivienda nueva. 2021,Transacciones inmobiliarias. Vivienda segunda mano. 2021,Número de pantallas de cine. 2021,Elecciones Generales. Censo electoral. 2019,Elecciones Generales. Abstenciones. 2019,Elecciones Generales. Fuerza política 1. 2019,Elecciones Generales. Fuerza política 2. 2019,Elecciones Generales. Fuerza política 3. 2019,Elecciones Generales. Fuerza política 4. 2019,Elecciones Generales. Fuerza política 5. 2019,Elecciones al Parlamento. Censo electoral. 2022,Elecciones al Parlamento. Abstenciones. 2022,Elecciones al Parlamento. Fuerza política 1. 2022,Elecciones al Parlamento. Fuerza política 2. 2022,Elecciones al Parlamento. Fuerza política 3. 2022,Elecciones al Parlamento. Fuerza política 4. 2022,Elecciones al Parlamento. Fuerza política 5. 2022,Elecciones Locales. Censo electoral. 2019,Elecciones Locales. Abstenciones. 2019,Elecciones Locales. Fuerza política 1. 2019,Elecciones Locales. Fuerza política 2. 2019,Elecciones Locales. Fuerza política 3. 2019,Elecciones Locales. Fuerza política 4. 2019,Elecciones Locales. Fuerza política 5. 2019,Alcaldía. 2019,Superficie dedicada a cultivos herbáceos (ha). 2020,Principal cultivo herbáceo de regadío. 2020,Principal cultivo herbáceo de regadío (ha). 2020,Principal cultivo herbáceo de secano. 2020,Principal cultivo herbáceo de secano (ha). 2020,Superficie dedicada a cultivos leñosos (ha). 2020,Principal cultivo leñoso de regadío. 2020,Principal cultivo leñoso de regadío (ha). 2020,Principal cultivo leñoso de secano. 2020,Principal cultivo leñoso de secano (ha). 2020,Sin asalariados. 2021,Hasta 5 asalariados. 2021,Entre 6 y 19 asalariados. 2021,De 20 y más asalariados. 2021,Total establecimientos. 2021,Actividad 1. 2021,Actividad 2. 2021,Actividad 3. 2021,Actividad 4. 2021,Actividad 5. 2021,Vehículos turismos. 2021,Autorizaciones de transporte: taxis. 2017,Autorizaciones de transporte: mercancías. 2017,Autorizaciones de transporte: viajeros. 2017,Vehículos matriculados. 2021,Vehículos turismos matriculados. 2021,Oficinas de entidades de crédito. 2021,Consumo de energía eléctrica (MWh) (Endesa). 2020,Consumo de energía eléctrica residencial (MWh) (Endesa). 2020,Hoteles. 2020,Hostales y pensiones. 2020,Plazas en hoteles. 2020,Plazas en hostales y pensiones. 2020,Paro registrado. Mujeres. 2021,Paro registrado. Hombres. 2021,Paro registrado. Extranjeros. 2021,Tasa municipal de desempleo. 2021,Contratos registrados. Mujeres. 2021,Contratos registrados. Hombres. 2021,Contratos registrados. Indefinidos. 2021,Contratos registrados. Temporales. 2021,Contratos registrados. Extranjeros. 2021,Trabajadores eventuales agrarios subsidiados. Mujeres. 2021,Trabajadores eventuales agrarios subsidiados. Hombres. 2021,Presupuesto liquidado de ingresos (euros). 2020,Presupuesto liquidado de gastos (euros). 2020,Ingresos por habitante (euros). 2020,Gastos por habitante (euros). 2020,Número de declaraciones. 2020,Renta neta media declarada (euros). 2020,IBI de naturaleza urbana. Número de recibos. 2020,IBI de naturaleza rústica. Número titulares catastrales. 2020,Número de parcelas catastrales: Solares. 2020,Número de parcelas catastrales: Parcelas edificadas. 2020,Situaciones de alta en actividades empresariales. 2019,Situaciones de alta en actividades profesionales. 2019,Situaciones de alta en actividades artísticas. 2019,Bienes muebles. 2021,Bienes inmuebles. 2021,Bienes inmateriales. 2021,Url. 2021
Granada,18148,Otívar,57.43,43895.37,266,"36.813, -3.679",1,57.9,1012,516,496,1012,0,45.7,16.2,20.9,-15.2,113,Reino Unido,23.9,40,47,6,14,1,2,1,1,0,0,0,0,0,0,1,479,1,17,0,787,169,PSOE : 239,PP : 187,VOX : 99,PODEMOS-IU : 41,C's : 25,761,212,PP : 244,PSOE-A : 183,VOX : 72,PorA : 18,ADELANTE ANDALUCÍA-ANDALUCISTAS : 11,858,133,PP : 370,PSOE-A : 343,-,-,-,PARTIDO POPULAR,0,-,0,-,0,472,Chirimoyo,145,Olivar aceituna de aceite,130,42,25,0,5,72,"Sección A. Agricultura, ganadería, silvicultura y pesca: 32",Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas: 7,Sección H. Transporte y almacenamiento: 6,Sección I. Hostelería: 5,Sección F. Construcción: 4,557,0,13,0,41,18,2,1866,982,0,0,0,0,41,37,7,19.5,201,432,19,614,234,8,0,1165270.5,710807.5,641.5,307.4,427,8911,1046,660,90,742,65,3,1,0,5,0,https://guiadigital.iaph.es/municipio/2794/otivar
Granada,18150,Padul,89.09,49097.17,755,"37.026, -3.63",3,19.4,8934,4461,4473,8709,225,42,20.6,16.3,6.2,386,Marruecos,21.8,282,342,70,75,34,3,2,1,1,0,0,3,1,0,1,2995,6,97,0,6964,2247,PSOE : 1.596,VOX : 972,PP : 834,PODEMOS-IU : 672,C's : 350,7200,2986,PP : 1.946,PSOE-A : 868,VOX : 552,PorA : 447,ADELANTE ANDALUCÍA-ANDALUCISTAS : 97,6940,2518,PSOE-A : 1.889,ADELANTE : 1.134,PP : 944,C's : 338,-,PARTIDO SOCIALISTA OBRERO ESPAÑOL,512,Cebada,65,Cebada,180,1784,Olivar aceituna de aceite,65,Almendro,1004,412,227,40,15,694,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 193,Sección F. Construcción: 102,Sección C. Industria manufacturera: 58,"Sección A. Agricultura, ganadería, silvicultura y pesca: 50","Sección M. Actividades profesionales, científicas y técnicas: 40",5112,1,149,1,203,102,3,25476,14127,*,*,*,*,564,406,70,23.7,863,1480,258,2085,163,66,3,6281502.6,6215779.6,744.1,386.2,4127,14200,7985,4576,1406,3950,929,93,8,0,7,1,https://guiadigital.iaph.es/municipio/2796/padul
Granada,18151,Pampaneira,17.46,31750.76,1056,"36.94, -3.362",1,64.8,315,159,156,267,48,44.9,14.9,17.5,-13.2,30,Reino Unido,40,13,17,2,2,1,0,0,0,0,0,0,2,0,0,1,154,0,6,0,261,94,PSOE : 80,PODEMOS-IU : 25,VOX : 24,PP : 20,C's : 7,250,95,PSOE-A : 76,PP : 47,VOX : 17,PorA : 11,ADELANTE ANDALUCÍA-ANDALUCISTAS : 1,266,49,PSOE-A : 181,PP : 27,-,-,-,PARTIDO SOCIALISTA OBRERO ESPAÑOL,14,Haba verde,3,-,0,57,Nogal,7,Olivar aceituna de aceite,10,23,19,3,0,45,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 13,Sección I. Hostelería: 13,"Sección A. Agricultura, ganadería, silvicultura y pesca: 3",Sección F. Construcción: 3,Sección Q. Actividades sanitarias y de servicios sociales: 3,173,0,0,0,5,2,0,1102,656,*,*,*,*,17,18,3,22,119,76,8,187,21,1,1,375238.7,317519.6,983,525.5,129,8574,412,364,34,323,69,7,0,77,2,2,https://guiadigital.iaph.es/municipio/2797/pampaneira
Granada,18152,Pedro Martínez,136.77,63511.08,1035,"37.502, -3.231",1,61.2,1148,576,572,1112,36,45.6,21,25.9,-9.8,24,Marruecos,33.3,57,43,15,27,4,1,1,0,0,0,0,2,0,1,0,476,0,11,0,928,265,PSOE : 499,PP : 71,VOX : 46,PODEMOS-IU : 27,C's : 14,898,271,PSOE-A : 464,PP : 113,VOX : 27,PorA : 8,ADELANTE ANDALUCÍA-ANDALUCISTAS : 3,9929,209,PSOE-A : 599,PP : 94,-,-,-,PARTIDO SOCIALISTA OBRERO ESPAÑOL,3741,Cebada,22,Cebada,1405,2865,Olivar aceituna de aceite,176,Olivar aceituna de aceite,1552,42,22,7,2,73,"Sección A. Agricultura, ganadería, silvicultura y pesca: 32",Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas: 10,Sección I. Hostelería: 6,Sección F. Construcción: 5,Sección P. Educación: 4,701,0,7,0,9,5,1,2412,1330,0,0,0,0,52,47,1,27.7,296,327,19,604,17,23,15,1330899.9,1121635.2,948.9,387.1,360,7117,1189,1115,105,1062,61,1,0,0,8,0,https://guiadigital.iaph.es/municipio/2798/pedro-martinez
Granada,18153,Peligros,10.14,16517.08,689,"37.231, -3.629",2,7.6,11544,5707,5837,11472,72,40.1,23.1,13.7,4.8,280,Marruecos,23.2,439,521,74,78,45,6,2,1,1,0,0,2,1,1,0,3909,1,130,0,8834,2660,PSOE : 1.808,VOX : 1.358,PP : 1.074,PODEMOS-IU : 1.025,C's : 507,9081,3935,PP : 2.072,PSOE-A : 1.113,VOX : 846,PorA : 568,ADELANTE ANDALUCÍA-ANDALUCISTAS : 174,8825,3258,GANEMOS : 2.450,PSOE-A : 1.036,PP : 776,C's : 570,IU : 453,GANEMOS PELIGRO,13,Alfalfa,8,-,0,386,Olivar aceituna de aceite,175,Olivar aceituna de aceite,200,601,496,173,68,1338,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 445,Sección F. Construcción: 185,Sección C. Industria manufacturera: 108,Sección H. Transporte y almacenamiento: 105,"Sección M. Actividades profesionales, científicas y técnicas: 85",6480,3,237,21,296,155,3,40517,20220,*,*,*,*,718,491,36,22,3589,4538,688,7436,548,33,6,9224531.2,8813419.2,786.1,447.7,5299,16954,8530,1025,842,4599,1783,154,9,0,3,0,https://guiadigital.iaph.es/municipio/2799/peligros
Granada,18157,Pinos Genil,13.98,16571.85,774,"37.164, -3.502",2,9.7,1518,784,734,1500,18,41.8,20.2,14.6,11.4,76,Marruecos,18.4,89,101,17,10,4,1,1,1,0,0,0,0,0,0,1,488,0,21,0,1148,305,PSOE : 251,PP : 193,VOX : 184,PODEMOS-IU : 89,C's : 70,1192,452,PP : 340,PSOE-A : 159,VOX : 128,PorA : 42,ADELANTE ANDALUCÍA-ANDALUCISTAS : 35,1152,260,PGI : 530,PP : 198,PSOE-A : 120,IU : 17,C's : 15,PINOS GENIL INDEPENDIENTE,14,Tomate,1,Avena,8,367,Olivar aceituna de aceite,9,Olivar aceituna de aceite,200,65,32,7,2,106,Sección F. Construcción: 21,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas: 17,Sección I. Hostelería: 14,Sección C. Industria manufacturera: 12,Sección H. Transporte y almacenamiento: 10,950,1,9,1,30,16,1,4074,2589,*,*,*,*,65,54,5,16.8,357,641,31,967,141,0,0,1353476.3,1073645.9,763.1,441.8,672,15731,1253,486,155,512,151,18,1,29,3,0,https://guiadigital.iaph.es/municipio/2802/pinos-genil
Granada,18158,Pinos Puente,92.88,94520.92,578,"37.251, -3.752",6,16.9,9853,4918,4935,9660,193,42.9,21.1,18.9,-11.6,207,Marruecos,28,332,331,95,124,20,7,2,2,1,1,0,2,1,1,4,4818,0,144,0,7978,3117,PSOE : 2.317,VOX : 748,PODEMOS-IU : 717,PP : 543,C's : 309,7849,4014,PSOE-A : 1.478,PP : 1.236,VOX : 456,PorA : 303,Cs : 98,8028,2941,PSOE-A : 1.741,IU : 1.263,C's : 1.111,PP : 284,VOX : 269,IU-PARA LA GENTE,1591,Alfalfa,400,Trigo,93,4808,Olivar aceituna de aceite,2739,Olivar aceituna de aceite,1822,401,233,62,21,717,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 184,"Sección A. Agricultura, ganadería, silvicultura y pesca: 183",Sección F. Construcción: 62,Sección S. Otros servicios: 51,Sección I. Hostelería: 46,6847,3,194,5,157,91,8,38700,16704,*,*,*,*,704,725,39,34.9,2489,4601,188,6901,1304,238,61,8881234.2,8260632.1,772.2,324.8,3750,9693,7724,3005,662,4605,803,68,3,0,26,1,https://guiadigital.iaph.es/municipio/2803/pinos-puente
Granada,18159,Píñar,125.63,64400.39,914,"37.442, -3.44",2,40.1,1102,597,505,1011,91,46.9,12.7,21.7,-15.2,43,Senegal,41.9,40,46,14,20,1,1,1,1,0,0,0,0,0,0,2,483,1,10,0,989,224,PSOE : 299,PODEMOS-IU : 274,PP : 81,VOX : 79,C's : 15,954,349,PSOE-A : 223,PorA : 171,PP : 103,VOX : 76,ADELANTE ANDALUCÍA-ANDALUCISTAS : 17,1016,141,IU : 530,PSOE-A : 292,PP : 46,-,-,IU-PARA LA GENTE,2003,Espárrago,42,Cebada,1053,5170,Olivar aceituna de aceite,1362,Olivar aceituna de aceite,3380,39,59,17,3,118,"Sección A. Agricultura, ganadería, silvicultura y pesca: 74",Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas: 12,Sección I. Hostelería: 9,Sección C. Industria manufacturera: 4,Sección F. Construcción: 3,747,0,8,0,10,5,2,8204,6378,*,*,*,*,50,31,4,21.8,446,1408,39,1815,328,38,21,1518075.5,1326644.7,1075.1,426.4,439,8024,924,778,80,794,55,5,0,0,13,5,https://guiadigital.iaph.es/municipio/2804/pinar
Granada,18161,Polícar,5.37,11931.61,1154,"37.258, -3.233",1,50.5,261,138,123,257,4,49.6,10,26.8,14,6,Colombia,33.3,6,14,1,4,0,0,0,0,0,0,0,0,0,0,1,104,0,3,0,245,46,PSOE : 79,PP : 65,VOX : 24,C's : 15,PODEMOS-IU : 12,232,61,PP : 90,PSOE-A : 55,VOX : 13,PorA : 6,Cs : 5,255,18,PP : 126,PSOE-A : 99,-,-,-,PARTIDO POPULAR,31,Avena,12,-,0,200,Olivar aceituna de aceite,87,Almendro,38,9,2,1,0,12,"Sección A. Agricultura, ganadería, silvicultura y pesca: 4",Sección C. Industria manufacturera: 2,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas: 1,Sección F. Construcción: 1,Sección H. Transporte y almacenamiento: 1,131,1,3,1,4,4,0,343,266,0,0,0,0,9,12,1,18.8,55,40,0,95,2,2,0,494816,414617.5,1771.9,266.1,91,7589,243,241,29,210,12,1,1,0,1,1,https://guiadigital.iaph.es/municipio/2805/policar
Granada,18162,Polopos,26.52,24810.98,2,"36.748, -3.275",6,82.6,1714,959,755,1660,54,41.1,17.6,15.8,-10,643,Marruecos,46.2,243,130,12,22,1,2,1,1,0,0,0,0,0,0,2,709,1,52,0,919,255,PSOE : 267,PP : 188,VOX : 119,PODEMOS-IU : 39,C's : 29,913,304,PP : 251,PSOE-A : 204,VOX : 106,PorA : 15,ADELANTE ANDALUCÍA-ANDALUCISTAS : 9,1040,207,PP : 391,PSOE-A : 364,VOX : 62,-,-,PARTIDO POPULAR,90,Pepino,36,-,0,273,Viñedo de uva para vino,10,Almendro,159,127,102,5,3,237,"Sección A. Agricultura, ganadería, silvicultura y pesca: 171",Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas: 21,Sección I. Hostelería: 15,Sección F. Construcción: 5,Sección H. Transporte y almacenamiento: 5,851,1,7,6,23,15,1,4361,1796,*,*,*,*,56,57,43,14.6,677,867,37,1507,867,2,0,1824217.7,1528504.1,827.6,441.2,555,10356,2558,926,95,869,90,13,0,0,7,0,https://guiadigital.iaph.es/municipio/2806/polopos
Granada,18163,Pórtugos,20.81,24237.36,1320,"36.941, -3.31",1,67.4,387,198,189,348,39,46.1,14.7,19.4,0.8,29,Ucrania,44.8,12,21,3,2,1,0,0,0,0,0,0,2,0,0,1,138,0,2,0,311,105,PSOE : 70,PP : 62,VOX : 34,PODEMOS-IU : 25,C's : 12,315,111,PP : 111,PSOE-A : 40,VOX : 20,PorA : 15,ADELANTE ANDALUCÍA-ANDALUCISTAS : 7,321,38,PP : 222,PSOE-A : 55,-,-,-,PARTIDO POPULAR,24,Cereales de invierno para forrajes,4,-,0,51,Olivar aceituna de aceite,8,Almendro,10,13,11,3,0,27,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 7,Sección F. Construcción: 4,Sección C. Industria manufacturera: 4,"Sección A. Agricultura, ganadería, silvicultura y pesca: 3",Sección I. Hostelería: 3,191,0,0,0,3,1,0,1372,407,*,*,*,*,22,19,2,22.1,35,33,2,66,5,0,0,613463.3,459302.2,1202.4,360.8,126,11910,384,394,16,352,33,3,0,25,6,0,https://guiadigital.iaph.es/municipio/2807/portugos
Granada,18164,Puebla de Don Fadrique,522.97,110714.26,1159,"37.958, -2.435",2,160.9,2227,1130,1097,2134,93,44.7,19.3,22.4,-7.8,136,Marruecos,50.7,113,98,23,30,0,1,1,1,0,0,0,3,1,0,2,977,1,26,0,1790,655,PP : 388,PSOE : 336,VOX : 234,PODEMOS-IU : 69,C's : 52,1737,778,PP : 529,PSOE-A : 208,VOX : 130,PorA : 48,Cs : 16,1804,597,PP : 820,PSOE-A : 334,-,-,-,PARTIDO POPULAR,11390,Coliflor,695,Cebada,4034,6860,Almendro,521,Almendro,6290,155,93,11,3,262,"Sección A. Agricultura, ganadería, silvicultura y pesca: 136",Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas: 33,Sección I. Hostelería: 22,Sección F. Construcción: 17,Sección C. Industria manufacturera: 14,1321,1,14,1,11,10,2,9258,2542,*,*,*,*,84,58,10,19.7,525,913,217,1221,441,44,8,2427696.6,2184897.4,940.1,435.6,992,9895,2548,1940,231,1996,193,19,0,81,79,3,https://guiadigital.iaph.es/municipio/2808/puebla-de-don-fadrique
Granada,18165,Pulianas,6.33,13007.82,729,"37.223, -3.608",4,5.9,5480,2755,2725,5358,122,39.9,22.5,12.6,6.6,126,Marruecos,23.8,287,287,35,38,18,3,1,1,0,1,0,2,1,0,1,1845,31,72,15,4265,1395,PSOE : 1.057,VOX : 655,PODEMOS-IU : 377,PP : 361,C's : 217,4340,2025,PP : 786,PSOE-A : 726,VOX : 388,PorA : 171,ADELANTE ANDALUCÍA-ANDALUCISTAS : 88,4261,1616,PSOE-A : 1.509,C's : 486,PP : 251,IU : 223,PODEMOS : 122,PARTIDO SOCIALISTA OBRERO ESPAÑOL,58,Avena,31,Avena,16,282,Olivar aceituna de aceite,40,Olivar aceituna de aceite,226,210,139,48,22,419,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 152,Sección F. Construcción: 59,Sección I. Hostelería: 42,Sección H. Transporte y almacenamiento: 25,"Sección M. Actividades profesionales, científicas y técnicas: 23",3248,1,21,108,100,69,2,32952,15109,*,*,*,*,371,293,23,25.1,901,1374,154,2121,79,8,2,4230603.7,4050404.7,754.8,422.7,2327,13624,3826,623,618,1719,586,64,3,62,5,0,https://guiadigital.iaph.es/municipio/2809/pulianas
Granada,18167,Purullena,21.17,30910.28,912,"37.317, -3.191",2,46.1,2320,1169,1151,2280,40,42.1,21.3,18.1,2.7,56,Marruecos,55.4,98,110,29,27,5,2,1,1,0,0,0,2,0,1,1,816,0,8,0,1839,596,PSOE : 521,PP : 215,VOX : 207,PODEMOS-IU : 179,C's : 71,1873,851,PSOE-A : 395,PP : 347,VOX : 110,PorA : 86,ADELANTE ANDALUCÍA-ANDALUCISTAS : 29,1852,609,PSOE-A : 587,PP : 231,C's : 216,ADELANTE : 111,-,PARTIDO SOCIALISTA OBRERO ESPAÑOL,97,Coliflor,8,Cebada,43,273,Olivar aceituna de aceite,88,Almendro,55,116,48,8,8,180,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 49,Sección I. Hostelería: 21,Sección F. Construcción: 18,"Sección A. Agricultura, ganadería, silvicultura y pesca: 17",Sección H. Transporte y almacenamiento: 16,1520,0,52,0,29,18,2,14788,3189,0,0,0,0,149,117,11,27.1,574,855,111,1318,91,37,8,0,0,0,0,832,11031,1640,785,177,1276,194,16,0,0,7,0,https://guiadigital.iaph.es/municipio/2810/purullena
Granada,18168,Quéntar,66.44,43629.97,848,"37.192, -3.468",2,14.2,987,514,473,918,69,46.6,14.7,23,-3.7,61,Brasil,16.4,54,43,4,6,4,1,1,0,0,0,0,0,1,0,2,407,0,12,0,783,217,C's : 167,PSOE : 153,PP : 89,PODEMOS-IU : 72,VOX : 56,810,337,PP : 130,Cs : 115,PSOE-A : 101,VOX : 56,PorA : 34,784,147,C's : 339,PP : 103,PIQ : 88,PSOE-A : 85,-,CIUDADANOS-PARTIDO DE LA CIUDADANIA,3,Calabaza y calabacín,1,-,0,622,Cerezo y Guindo,79,Olivar aceituna de aceite,456,29,14,2,0,45,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 10,Sección F. Construcción: 8,Sección I. Hostelería: 5,"Sección A. Agricultura, ganadería, silvicultura y pesca: 4","Sección M. Actividades profesionales, científicas y técnicas: 4",500,0,3,0,6,4,1,1847,1222,*,*,*,*,60,57,6,27.4,87,151,6,232,15,3,1,1239829.6,994597.3,1002.6,499.5,362,11571,1129,1440,172,856,31,7,0,0,15,2,https://guiadigital.iaph.es/municipio/2811/quentar
Granada,18170,Rubite,28.48,29349.5,794,"36.809, -3.348",5,69.3,384,213,171,270,114,50.3,9.4,22.1,-15.8,65,Reino Unido,38.5,31,42,2,3,1,0,0,0,0,0,0,0,0,0,1,193,0,7,0,317,105,PSOE : 117,VOX : 35,PP : 30,PODEMOS-IU : 14,C's : 8,313,121,PSOE-A : 77,PP : 59,VOX : 30,Cs : 8,PorA : 8,361,104,PSOE-A : 197,PP : 57,-,-,-,PARTIDO SOCIALISTA OBRERO ESPAÑOL,103,Tomate,42,Veza,1,359,Olivar aceituna de aceite,1,Almendro,266,62,35,3,0,100,"Sección A. Agricultura, ganadería, silvicultura y pesca: 80",Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas: 5,Sección I. Hostelería: 3,"Sección M. Actividades profesionales, científicas y técnicas: 2",Sección S. Otros servicios: 2,238,0,4,0,6,3,0,1509,510,0,0,0,0,17,20,5,20.8,204,438,8,634,388,1,2,0,0,0,0,133,8886,794,1208,97,448,25,5,0,0,4,0,https://guiadigital.iaph.es/municipio/2812/rubite
Granada,18171,Salar,84.3,42954.3,537,"37.153, -4.067",1,47.9,2638,1322,1316,2580,58,43,20.8,20.1,-5.5,54,Reino Unido,44.4,88,71,18,29,5,3,1,1,0,0,0,2,1,0,1,1089,0,28,0,2098,577,PSOE : 564,PODEMOS-IU : 331,VOX : 287,PP : 172,C's : 71,2093,761,PSOE-A : 385,PP : 315,PorA : 299,VOX : 221,Cs : 25,2126,313,IU : 1.197,PSOE-A : 523,PP : 52,-,-,IU-PARA LA GENTE,270,Espárrago,30,Avena,78,6620,Olivar aceituna de aceite,2250,Olivar aceituna de aceite,4040,117,111,23,2,253,"Sección A. Agricultura, ganadería, silvicultura y pesca: 121",Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas: 36,Sección F. Construcción: 31,Sección I. Hostelería: 12,Sección C. Industria manufacturera: 12,1309,2,14,8,24,12,2,6170,3686,0,0,0,0,83,91,3,21.7,846,2987,46,3787,496,97,27,3122909.1,2711675.4,991.5,401.2,1146,7917,2439,1638,453,1739,213,13,0,7,7,3,https://guiadigital.iaph.es/municipio/2813/salar
Granada,18173,Salobreña,34.88,34099.58,68,"36.746, -3.587",9,63.7,12472,6230,6242,12078,394,44.4,18.8,20.5,-2.5,1509,Rumanía,22.1,424,645,60,113,35,5,4,2,2,1,0,3,2,1,2,4663,33,306,2,8999,3041,PSOE : 2.294,PP : 1.002,VOX : 993,PODEMOS-IU : 942,C's : 416,9241,4124,PP : 1.657,PSOE-A : 1.612,VOX : 828,PorA : 463,ADELANTE ANDALUCÍA-ANDALUCISTAS : 218,92250,3456,PSOE-A : 2.181,C's : 745,PMAS : 687,PP : 659,IU : 548,PARTIDO SOCIALISTA OBRERO ESPAÑOL,170,Tomate,35,-,0,962,Chirimoyo,480,Higuera,9,511,332,51,25,919,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 199,"Sección A. Agricultura, ganadería, silvicultura y pesca: 117",Sección I. Hostelería: 108,Sección F. Construcción: 94,Sección H. Transporte y almacenamiento: 90,5902,7,177,8,274,156,6,35362,19951,4,7,435,160,763,572,123,25.5,2740,3797,330,6206,950,33,10,12813537.9,11223304.1,902.8,614,5163,13758,18503,3840,767,3592,1045,169,5,363,17,0,https://guiadigital.iaph.es/municipio/2814/salobrena
Granada,18174,Santa Cruz del Comercio,16.88,20556.84,742,"37.06, -3.976",2,43.1,543,277,266,500,43,46.9,14.5,23.9,-8.6,42,Reino Unido,61.9,23,23,2,8,1,1,1,0,0,0,0,0,0,0,2,251,0,4,0,435,111,PSOE : 149,VOX : 74,PP : 62,PODEMOS-IU : 19,C's : 10,436,126,PSOE-A : 136,PP : 104,VOX : 40,Cs : 7,PorA : 5,444,94,PSOE-A : 278,PP : 53,-,-,-,PARTIDO SOCIALISTA OBRERO ESPAÑOL,216,Alfalfa,12,Avena,104,926,Olivar aceituna de aceite,110,Olivar aceituna de aceite,610,24,15,2,1,42,"Sección A. Agricultura, ganadería, silvicultura y pesca: 17",Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas: 9,Sección I. Hostelería: 4,Sección F. Construcción: 2,Sección N. Actividades administrativas y servicios auxiliares: 2,345,1,3,1,10,5,1,996,684,0,0,0,0,14,11,2,14.8,84,159,3,240,32,12,5,606255.9,514746.4,932.5,229.8,223,6700,585,460,46,497,36,0,0,6,4,1,https://guiadigital.iaph.es/municipio/2815/santa-cruz-del-comercio
Granada,18175,Santa Fe,38.17,31399.9,581,"37.189, -3.719",3,12.2,15175,7474,7701,14928,247,42,21.1,16.8,-1.3,684,Marruecos,30.8,656,583,123,128,37,7,5,4,2,1,2,3,2,1,2,5650,0,184,0,11793,3694,PSOE : 2.871,VOX : 1.885,PP : 1.543,PODEMOS-IU : 805,C's : 571,11747,4747,PP : 2.789,PSOE-A : 1.886,VOX : 1.219,PorA : 433,Cs : 225,11834,4433,PSOE-A : 2.794,PP : 1.790,C's : 1.327,IU : 814,VOX : 473,PARTIDO SOCIALISTA OBRERO ESPAÑOL,778,Espárrago,263,Avena,42,1072,Olivar aceituna de aceite,977,Olivar aceituna de aceite,40,640,363,90,41,1134,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 363,Sección F. Construcción: 116,Sección C. Industria manufacturera: 104,"Sección M. Actividades profesionales, científicas y técnicas: 82",Sección I. Hostelería: 78,7408,15,115,16,241,126,8,55584,24106,*,*,*,*,1158,887,100,29.6,2418,3369,440,5345,559,66,16,10291227,8922195.7,588.2,350.9,6216,14269,12466,2082,530,5039,1395,197,6,392,13,0,https://guiadigital.iaph.es/municipio/2816/santa-fe
